 zone T = "Differential Variable - IMPLICIT",
 0.00000E+00  0.39771E+01
-0.10000E+00  0.39746E+01
-0.20000E+00  0.39747E+01
-0.30000E+00  0.39760E+01
-0.40000E+00  0.39778E+01
-0.50000E+00  0.39755E+01
-0.60000E+00  0.39793E+01
-0.70000E+00  0.39823E+01
-0.80000E+00  0.39787E+01
-0.90000E+00  0.39794E+01
-0.10000E+01  0.39821E+01
-0.11000E+01  0.39811E+01
-0.12000E+01  0.39818E+01
-0.13000E+01  0.39816E+01
-0.14000E+01  0.39851E+01
-0.15000E+01  0.39832E+01
-0.16000E+01  0.39822E+01
-0.17000E+01  0.39810E+01
-0.18000E+01  0.39854E+01
-0.19000E+01  0.39810E+01
-0.20000E+01  0.39842E+01
-0.21000E+01  0.39853E+01
-0.22000E+01  0.39826E+01
-0.23000E+01  0.39811E+01
-0.24000E+01  0.39818E+01
-0.25000E+01  0.39817E+01
-0.26000E+01  0.39811E+01
-0.27000E+01  0.39870E+01
-0.28000E+01  0.39810E+01
-0.29000E+01  0.39812E+01
-0.30000E+01  0.39818E+01
-0.31000E+01  0.39827E+01
-0.32000E+01  0.39857E+01
-0.33000E+01  0.39834E+01
-0.34000E+01  0.39840E+01
-0.35000E+01  0.39828E+01
-0.36000E+01  0.39846E+01
-0.37000E+01  0.39848E+01
-0.38000E+01  0.39814E+01
-0.39000E+01  0.39821E+01
-0.40000E+01  0.39811E+01
-0.41000E+01  0.39823E+01
-0.42000E+01  0.39861E+01
-0.43000E+01  0.39826E+01
-0.44000E+01  0.39827E+01
-0.45000E+01  0.39817E+01
-0.46000E+01  0.39807E+01
-0.47000E+01  0.39856E+01
-0.48000E+01  0.39835E+01
-0.49000E+01  0.39813E+01
-0.50000E+01  0.39836E+01
-0.51000E+01  0.39823E+01
-0.52000E+01  0.39827E+01
-0.53000E+01  0.39850E+01
-0.54000E+01  0.39816E+01
-0.55000E+01  0.39854E+01
-0.56000E+01  0.39832E+01
-0.57000E+01  0.39832E+01
-0.58000E+01  0.39833E+01
-0.59000E+01  0.39823E+01
-0.60000E+01  0.39836E+01
-0.61000E+01  0.39828E+01
-0.62000E+01  0.39828E+01
-0.63000E+01  0.39846E+01
-0.64000E+01  0.39848E+01
-0.65000E+01  0.39823E+01
-0.66000E+01  0.39837E+01
-0.67000E+01  0.39823E+01
-0.68000E+01  0.39839E+01
-0.69000E+01  0.39815E+01
-0.70000E+01  0.39821E+01
-0.71000E+01  0.39807E+01
-0.72000E+01  0.39826E+01
-0.73000E+01  0.39817E+01
-0.74000E+01  0.39842E+01
-0.75000E+01  0.39834E+01
-0.76000E+01  0.39850E+01
-0.77000E+01  0.39831E+01
-0.78000E+01  0.39820E+01
-0.79000E+01  0.39819E+01
-0.80000E+01  0.39850E+01
 zone T = "Differential Variable - IMPLICIT",
 0.00000E+00  0.39759E+01
-0.10000E+00  0.39754E+01
-0.20000E+00  0.39783E+01
-0.30000E+00  0.39770E+01
-0.40000E+00  0.39796E+01
